date,temp,flow,SRP,sun3d,sun,silicon,nitrate,chl,diatoms,p-chloro,n-chloro,totCyano,totCrypto,totPhyto
2012-01-10,9.4,0.77,290.0,1.833333333,0.7,7.01,33.94,1.41,43.0,519.0,134.0,130.0,48.0,874.0
2012-01-16,2.6,0.65,293.0,5.233333333,5.7,6.81,31.87,1.21,43.0,341.0,77.0,182.0,87.0,730.0
2012-01-24,6.3,0.86,277.0,1.033333333,0.0,6.56,25.9,1.43,24.0,683.0,173.0,481.0,115.0,1476.0
2012-01-31,3.7,0.8,228.0,1.3,3.5,6.31,35.82,1.12,34.0,390.0,106.0,111.0,43.0,684.0
2012-02-07,3.8,1.13,240.0,0.733333333,2.1,6.0,29.58,1.15,212.0,601.0,144.0,88.0,24.0,1069.0
2012-02-14,5.3,0.92,,,,5.76,35.55,,,,,,,
2012-02-21,6.5,0.72,344.0,2.666666667,1.8,5.06,36.6,6.07,765.0,572.0,121.0,53.0,24.0,1535.0
2012-02-27,8.5,0.68,243.0,4.866666667,0.0,4.31,30.79,14.19,2665.0,827.0,318.0,62.0,53.0,3925.0
2012-03-06,6.8,1.15,227.0,4.333333333,7.3,5.46,35.29,6.11,1092.0,1332.0,428.0,322.0,173.0,3347.0
2012-03-13,9.2,0.74,237.0,4.266666667,2.1,4.25,31.52,7.5,1207.0,962.0,288.0,255.0,38.0,2750.0
2012-03-20,9.3,0.68,256.0,4.3,10.0,3.83,30.22,8.75,2116.0,1212.0,380.0,53.0,111.0,3872.0
2012-03-27,11.7,0.61,231.0,8.9,10.6,2.39,27.12,7.92,1953.0,2285.0,654.0,437.0,139.0,5468.0
2012-04-03,10.5,0.56,247.0,,,2.93,31.08,7.17,,,,,,
2012-04-10,10.6,0.71,261.0,3.033333333,8.9,3.55,30.95,13.4,1400.0,1342.0,573.0,519.0,188.0,4022.0
2012-04-17,10.1,0.6,232.0,6.6,8.9,2.83,26.8,9.18,5478.0,1414.0,544.0,206.0,43.0,7685.0
2012-04-24,10.0,1.52,205.0,5.266666667,0.9,4.92,30.74,7.36,784.0,1664.0,438.0,423.0,225.0,3534.0
2012-05-01,12.3,9.18,196.0,4.066666667,9.8,7.99,27.4,7.53,409.0,5959.0,1202.0,1510.0,390.0,9470.0
2012-05-08,12.0,3.34,159.0,3.033333333,3.9,7.54,30.79,2.59,168.0,1356.0,216.0,154.0,120.0,2014.0
2012-05-14,11.3,2.17,157.0,8.266666667,2.5,7.18,30.6,3.37,240.0,1438.0,525.0,202.0,106.0,2511.0
2012-05-22,14.2,1.3,156.0,1.0,3.0,7.0,27.7,4.18,452.0,2097.0,558.0,274.0,120.0,3501.0
2012-05-29,17.4,0.99,192.0,10.96666667,10.5,7.22,25.7,5.77,1169.0,1578.0,967.0,198.0,129.0,4041.0
2012-06-06,13.9,1.58,205.0,1.7,3.9,7.65,32.6,3.33,168.0,1308.0,760.0,188.0,115.0,2539.0
2012-06-12,12.4,5.21,250.0,2.933333333,0.0,7.44,22.44,8.76,438.0,2847.0,1467.0,886.0,496.0,6134.0
2012-06-19,14.7,1.8,185.0,5.333333333,6.2,9.04,25.04,1.4,87.0,1246.0,649.0,178.0,91.0,2251.0
2012-06-25,15.1,2.99,233.0,7.3,9.5,7.78,19.38,4.4,361.0,2145.0,1505.0,549.0,139.0,4699.0
2012-07-03,15.1,1.16,228.0,2.866666667,0.0,8.66,24.86,1.36,168.0,1597.0,400.0,491.0,44.0,2700.0
2012-07-10,15.2,2.36,221.0,2.1,0.0,8.86,21.73,2.48,111.0,2256.0,582.0,1021.0,106.0,4076.0
2012-07-16,14.9,2.49,195.0,2.333333333,0.4,8.73,21.1,1.61,96.0,731.0,361.0,611.0,102.0,1901.0
2012-07-24,17.9,1.06,202.0,10.46666667,13.5,8.27,25.11,1.58,123.0,665.0,280.0,489.0,50.0,1607.0
2012-07-31,15.2,0.91,204.0,10.43,11.0,2.65,24.6,1.83,,,,,,
2012-08-07,15.4,3.72,249.0,6.633333333,5.7,8.67,27.65,5.17,308.0,2944.0,3049.0,1742.0,284.0,8327.0
2012-08-14,17.3,1.06,224.0,5.1,0.5,8.43,24.42,1.59,96.0,534.0,212.0,448.0,77.0,1367.0
2012-08-21,17.3,0.84,253.0,9.466666667,6.9,8.7,24.53,1.33,,,,,,
2012-08-28,16.0,1.34,272.0,6.366666667,10.8,9.41,24.88,1.16,111.0,688.0,360.0,1096.0,10.0,2265.0
2012-09-04,16.2,1.2,237.0,4.833333333,9.2,9.18,24.74,1.54,125.0,462.0,164.0,355.0,14.0,1120.0
2012-09-11,15.2,0.78,264.0,6.066666667,10.1,8.51,26.38,1.13,207.0,544.0,216.0,317.0,48.0,1332.0
2012-09-18,13.5,0.69,268.0,5.133333333,3.8,8.55,26.37,1.33,289.0,616.0,240.0,202.0,58.0,1405.0
2012-09-24,12.1,2.8,303.0,3.633333333,2.1,6.26,26.13,6.38,649.0,1808.0,894.0,1572.0,288.0,5211.0
2012-10-01,13.2,1.25,212.0,2.533333333,3.8,8.46,29.5,1.83,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-08,11.0,4.41,201.0,0.633333333,1.5,8.48,30.41,2.72,236.0,1193.0,871.0,521.0,153.0,2974.0
2012-10-16,10.3,1.81,170.0,4.4,1.1,8.66,29.2,0.74,38.0,596.0,106.0,139.0,19.0,898.0
2012-10-22,12.3,3.61,176.0,0.6,0.0,9.64,27.38,1.15,67.0,313.0,129.0,179.0,49.0,737.0
2012-10-29,9.3,2.0,191.0,2.4,1.0,9.73,29.46,0.69,38.0,548.0,130.0,97.0,19.0,832.0
2012-11-06,6.5,5.97,185.0,4.2,7.3,8.13,22.42,1.84,260.0,943.0,659.0,514.0,76.0,2452.0
2012-11-13,1.1,2.34,183.0,2.3,0.0,8.84,28.05,0.72,14.0,284.0,48.0,298.0,24.0,668.0
2012-11-19,7.7,1.88,196.0,1.8,0.0,9.11,29.21,0.67,63.0,361.0,130.0,115.0,20.0,689.0
2012-11-26,8.3,10.77,195.0,1.333333333,0.0,7.62,19.99,2.12,452.0,1150.0,981.0,857.0,115.0,3555.0
2012-12-04,6.2,5.04,149.0,1.1,0.4,8.56,28.4,1.14,96.0,423.0,197.0,265.0,111.0,1092.0
2012-12-11,4.6,2.9,142.0,3.666666667,4.9,8.83,32.49,1.61,67.0,481.0,154.0,563.0,68.0,1333.0
2012-12-17,6.4,5.11,154.0,4.333333333,4.9,8.32,28.66,1.4,106.0,428.0,294.0,351.0,82.0,1261.0
2013-01-07,9.2,3.95,153.0,0.0,0.0,9.27,31.54,0.71,19.0,409.0,139.0,144.0,82.0,793.0
2013-01-07,9.2,3.95,153.0,0.333333333,1.0,9.27,31.54,0.71,19.0,409.0,139.0,144.0,82.0,793.0
2013-01-14,5.4,4.23,132.0,1.3,0.1,8.59,29.44,0.92,87.0,717.0,226.0,505.0,178.0,1713.0
2013-01-21,4.1,3.26,139.0,0.0,0.0,8.52,30.79,1.62,101.0,726.0,317.0,241.0,139.0,1524.0
2013-01-28,4.8,8.56,160.0,3.433333333,0.0,6.52,20.27,2.41,678.0,856.0,1303.0,1047.0,284.0,4168.0
2013-02-04,7.8,4.93,127.0,3.933333333,3.4,7.95,29.79,1.13,106.0,544.0,173.0,265.0,101.0,1189.0
2013-02-11,3.8,7.97,164.0,0.0,0.0,6.02,18.31,6.17,101.0,1034.0,404.0,741.0,10.0,2290.0
2013-02-18,6.7,4.05,129.0,4.666666667,7.0,8.04,31.72,1.36,135.0,428.0,212.0,125.0,63.0,963.0
2013-02-25,6.6,2.8,152.0,0.0,0.0,8.52,34.03,1.59,149.0,544.0,255.0,83.0,86.0,1117.0
2013-03-04,6.7,2.46,182.0,3.066666667,8.3,8.24,32.98,2.02,221.0,404.0,308.0,115.0,72.0,1120.0
2013-03-11,4.2,3.7,140.0,0.133333333,0.4,7.83,28.84,1.6,351.0,625.0,510.0,169.0,164.0,1819.0
2013-03-18,4.7,7.956,156.0,0.633333333,0.3,5.98,25.11,4.42,1082.0,948.0,1525.0,678.0,230.0,4463.0
2013-03-26,3.3,4.853,114.0,0.0,0.0,7.32,29.82,1.46,385.0,659.0,360.0,174.0,111.0,1689.0
2013-04-02,5.8,2.61,138.0,6.133333333,11.5,7.7,32.29,0.49,221.0,418.0,254.0,102.0,92.0,1087.0
2013-04-08,7.8,2.274,137.0,4.4,0.2,6.92,31.74,3.23,298.0,539.0,370.0,149.0,67.0,1423.0
2013-04-15,11.8,2.829,142.0,2.933333333,3.8,6.63,27.03,9.49,1505.0,697.0,948.0,163.0,121.0,3434.0
2013-04-22,10.8,2.141,109.0,6.3,12.5,5.58,28.71,6.86,1125.0,1058.0,544.0,154.0,87.0,2968.0
2013-04-29,10.2,1.631,137.0,6.133333333,11.2,5.89,29.97,9.59,1275.0,837.0,1107.0,115.0,58.0,3392.0
2013-05-07,15.3,1.428,167.0,9.766666667,13.2,5.1,29.45,10.15,1943.0,1756.0,943.0,467.0,140.0,5249.0
2013-05-13,11.8,1.443,210.0,6.1,8.2,5.96,28.46,18.29,2780.0,1352.0,1573.0,212.0,221.0,6138.0
2013-05-20,13.8,1.326,230.0,2.8,0.1,5.98,31.26,5.11,1183.0,1837.0,1371.0,394.0,58.0,4843.0
2013-05-28,12.0,1.511,218.0,8.5,0.0,5.88,26.71,12.61,1255.0,1457.0,1096.0,659.0,332.0,4799.0
2013-06-03,13.9,1.237,224.0,13.5,14.1,6.7,29.86,5.64,1164.0,967.0,1500.0,395.0,139.0,4165.0
2013-06-10,12.8,0.946,252.0,6.7,0.5,6.98,28.73,12.48,399.0,1140.0,870.0,530.0,115.0,3054.0
2013-06-17,14.5,0.893,302.0,3.1,1.2,7.56,28.95,5.98,154.0,1135.0,1274.0,168.0,159.0,2890.0
2013-06-24,14.6,0.764,339.0,3.766666667,4.5,8.62,31.55,3.32,135.0,1125.0,351.0,216.0,140.0,1967.0
2013-07-01,16.7,0.682,302.0,8.833333333,9.0,8.4,28.99,4.08,144.0,1246.0,514.0,394.0,139.0,2437.0
2013-07-08,19.2,0.595,290.0,12.36666667,12.9,8.52,24.35,4.11,192.0,972.0,496.0,418.0,188.0,2266.0
2013-07-15,20.1,0.566,334.0,11.43333333,11.0,9.11,26.25,6.15,274.0,1106.0,419.0,880.0,197.0,2876.0
2013-07-22,20.0,0.483,324.0,7.966666667,10.6,9.31,23.76,3.85,221.0,890.0,548.0,577.0,139.0,2375.0
2013-07-29,18.5,0.61,262.0,6.833333333,7.1,6.98,20.41,4.82,308.0,1101.0,702.0,1630.0,452.0,4193.0
2013-08-05,17.5,0.579,349.0,4.933333333,1.8,8.66,25.02,2.36,216.0,880.0,356.0,529.0,91.0,2072.0
2013-08-12,16.3,0.46,289.0,8.6,8.7,8.72,27.04,3.14,192.0,861.0,188.0,381.0,62.0,1684.0
2013-08-19,16.3,0.45,279.0,6.966666667,9.3,8.86,29.13,2.98,337.0,822.0,169.0,466.0,49.0,1843.0
2013-08-27,17.1,0.452,302.0,8.4,10.4,9.02,31.14,3.35,351.0,895.0,375.0,357.0,77.0,2055.0
2013-09-02,16.2,0.42,316.0,8.733333333,10.1,8.91,31.2,2.66,173.0,847.0,284.0,866.0,81.0,2251.0
2013-09-10,13.2,0.52,359.0,3.166666667,3.0,8.28,34.3,4.14,173.0,948.0,250.0,809.0,106.0,2286.0
2013-09-16,12.0,0.599,285.0,3.566666667,9.5,7.6,22.44,1.05,106.0,1082.0,274.0,231.0,106.0,1799.0
2013-09-23,15.1,0.546,315.0,1.333333333,0.0,8.01,30.8,4.24,192.0,803.0,255.0,419.0,68.0,1737.0
2013-09-30,14.6,0.512,342.0,2.666666667,0.1,8.04,32.67,4.16,164.0,1467.0,418.0,755.0,82.0,2886.0
2013-10-07,13.9,0.497,363.0,4.6,2.9,8.13,31.65,2.94,96.0,1073.0,346.0,764.0,73.0,2352.0
2013-10-14,10.9,0.8,383.0,1.466666667,0.2,6.85,30.98,3.02,106.0,1130.0,347.0,346.0,111.0,2040.0
2013-10-21,13.8,1.091,283.0,1.133333333,0.1,7.39,38.14,2.35,77.0,794.0,241.0,423.0,72.0,1607.0
2013-10-29,10.9,1.953,220.0,3.033333333,2.7,7.39,83.36,5.88,96.0,1024.0,457.0,890.0,365.0,2832.0
2013-11-04,8.9,2.176,246.0,6.1,6.7,8.28,45.43,2.28,38.0,491.0,173.0,188.0,163.0,1053.0
2013-11-11,8.9,1.334,181.0,2.166666667,0.0,7.39,53.55,0.66,38.0,414.0,144.0,245.0,77.0,918.0
2013-11-18,8.8,0.96,233.0,0.0,0.0,7.18,34.43,0.68,29.0,880.0,106.0,178.0,19.0,1212.0
2013-11-25,6.7,0.837,216.0,0.733333333,0.0,7.09,35.12,0.47,19.0,337.0,77.0,101.0,39.0,573.0
2013-12-02,7.3,0.746,243.0,0.4,0.0,6.95,29.38,0.95,29.0,409.0,86.0,207.0,30.0,761.0
2013-12-09,7.6,0.695,244.0,2.5,4.2,6.95,28.59,0.94,10.0,361.0,115.0,102.0,48.0,636.0
2013-12-16,10.3,0.866,302.0,,,6.88,29.94,2.13,,,,,,
2013-01-06,8.1,15.6,179.0,0.0,0.0,6.71,23.56,1.49,101.0,1053.0,346.0,803.0,72.0,2375.0
2013-01-06,8.1,15.6,179.0,0.333333333,1.0,6.71,23.56,1.49,101.0,1053.0,346.0,803.0,72.0,2375.0
2014-01-13,7.1,5.226,144.0,4.166666667,5.2,8.16,35.58,0.48,19.0,303.0,130.0,91.0,86.0,629.0
2014-01-20,6.3,5.006,136.0,2.4,2.3,7.8,33.62,1.35,77.0,370.0,245.0,183.0,68.0,943.0
2014-01-27,4.8,6.946,153.0,1.033333333,2.7,6.97,27.5,2.62,293.0,774.0,693.0,1097.0,174.0,3031.0
2014-02-03,5.7,7.547,129.0,4.166666667,0.3,6.92,24.61,1.7,279.0,414.0,515.0,212.0,57.0,1477.0
2014-02-10,5.8,9.472,134.0,,,7.07,24.4,1.81,274.0,457.0,404.0,299.0,53.0,1487.0
2014-02-17,6.8,6.965,104.0,,,6.44,25.86,2.16,394.0,510.0,400.0,289.0,116.0,1709.0
2014-02-24,8.7,4.295,129.0,2.666666667,0.5,8.33,33.12,2.36,221.0,510.0,255.0,96.0,49.0,1131.0
2014-03-03,7.2,7.367,128.0,4.133333333,4.8,5.63,23.33,5.53,491.0,731.0,601.0,923.0,183.0,2929.0
2014-03-10,9.0,3.542,128.0,4.433333333,0.0,8.09,31.07,2.54,390.0,577.0,452.0,150.0,58.0,1627.0
2014-03-17,10.6,2.817,127.0,,,7.97,29.81,3.45,,,,,,
2014-03-24,8.1,2.405,122.0,7.466666667,7.3,7.28,28.61,3.75,688.0,779.0,856.0,226.0,130.0,2679.0
2014-03-31,11.3,2.264,123.0,4.466666667,0.8,6.11,29.69,19.49,1150.0,928.0,717.0,154.0,577.0,3526.0
2014-04-07,12.6,2.075,171.0,0.333333333,0.0,7.22,30.19,10.8,1534.0,2054.0,1904.0,202.0,183.0,5877.0
2014-04-14,11.8,1.688,163.0,11.33333333,11.5,6.46,30.89,8.66,1934.0,948.0,1991.0,202.0,92.0,5167.0
2014-04-22,11.5,2.705,173.0,2.4,1.4,5.41,29.07,16.85,2597.0,2265.0,5070.0,558.0,621.0,11111.0
2014-04-28,11.8,3.957,150.0,4.233333333,2.7,6.93,34.84,7.31,500.0,1948.0,1986.0,774.0,352.0,5560.0
2014-05-06,13.6,2.107,169.0,7.933333333,8.8,6.78,29.08,3.32,688.0,976.0,2915.0,207.0,97.0,4883.0
2014-05-12,12.8,1.634,178.0,6.533333333,8.5,6.8,26.72,3.27,303.0,1044.0,1260.0,298.0,48.0,2953.0
2014-05-19,16.6,1.286,213.0,11.7,11.5,6.87,27.05,3.44,135.0,1164.0,1948.0,260.0,67.0,3574.0
2014-05-27,12.4,2.046,243.0,4.933333333,0.0,6.89,27.08,2.85,130.0,1265.0,582.0,303.0,187.0,2467.0
2014-06-02,15.0,1.967,214.0,5.066666667,1.3,8.52,27.89,2.07,111.0,928.0,707.0,221.0,82.0,2049.0
2014-06-10,16.9,1.251,249.0,10.4,13.8,8.05,27.51,2.4,96.0,1356.0,2179.0,327.0,29.0,3987.0
2014-06-16,15.4,1.225,255.0,3.633333333,3.5,8.24,26.46,2.87,144.0,1049.0,942.0,265.0,62.0,2462.0
2014-06-23,17.7,0.872,249.0,8.833333333,6.9,8.26,28.15,1.38,164.0,596.0,322.0,289.0,29.0,1400.0
2014-06-30,16.6,0.887,257.0,5.933333333,7.1,7.14,26.9,6.52,216.0,1049.0,640.0,159.0,10.0,2074.0
2014-07-07,16.0,0.748,270.0,5.533333333,7.9,7.54,27.41,5.76,216.0,1101.0,400.0,226.0,81.0,2024.0
2014-07-14,17.1,0.578,271.0,6.533333333,8.8,7.91,27.19,3.23,188.0,957.0,520.0,179.0,43.0,1887.0
2014-07-21,19.2,0.672,341.0,8.233333333,10.9,8.27,20.95,6.39,308.0,726.0,491.0,193.0,33.0,1751.0
2014-07-28,18.4,0.523,309.0,7.366666667,5.1,8.82,25.52,2.77,188.0,640.0,318.0,154.0,58.0,1358.0
2014-08-11,16.3,0.847,373.0,,,7.06,26.22,3.38,,,,,,
2014-08-18,15.2,0.538,276.0,6.9,7.1,8.03,25.94,2.55,77.0,471.0,269.0,188.0,29.0,1034.0
2014-08-26,14.7,0.815,310.0,,,8.02,29.16,5.18,,,,,,
2014-09-01,15.6,0.564,275.0,2.9,0.2,7.45,26.14,1.43,135.0,577.0,240.0,177.0,20.0,1149.0
2014-09-08,15.7,0.509,336.0,5.2,8.0,8.0,28.98,2.26,77.0,394.0,207.0,130.0,39.0,847.0
2014-09-15,15.7,0.479,338.0,4.2,6.0,7.55,29.99,3.08,87.0,361.0,168.0,265.0,20.0,901.0
2014-09-22,14.6,0.504,347.0,4.6,6.2,7.9,26.66,1.24,77.0,563.0,269.0,173.0,33.0,1115.0
2014-09-29,15.6,0.437,421.0,2.733333333,0.7,7.46,32.12,3.28,87.0,471.0,173.0,201.0,43.0,975.0
2014-10-06,12.0,0.545,353.0,2.966666667,0.0,6.88,24.87,1.72,72.0,1876.0,567.0,535.0,29.0,3079.0
2014-10-13,11.3,0.699,299.0,2.166666667,0.0,7.38,24.82,2.09,63.0,1606.0,322.0,341.0,29.0,2361.0
2014-10-20,14.1,0.768,276.0,3.9,3.2,7.7,32.41,1.21,38.0,274.0,139.0,101.0,10.0,562.0
2014-10-27,13.2,0.594,307.0,3.4,7.5,7.93,24.63,1.08,19.0,337.0,96.0,86.0,24.0,562.0
2014-11-04,9.8,0.649,374.0,2.533333333,0.9,8.05,27.65,1.36,24.0,409.0,135.0,188.0,20.0,776.0
2014-11-10,9.3,0.871,302.0,2.933333333,3.2,7.73,28.3,0.89,10.0,539.0,130.0,72.0,29.0,780.0
2014-11-18,9.7,2.87,199.0,0.366666667,0.1,7.27,64.6,4.86,96.0,1332.0,524.0,678.0,408.0,3038.0
2014-11-24,8.2,3.4,183.0,1.1,0.0,7.02,59.19,3.24,72.0,1024.0,341.0,289.0,365.0,2091.0
2014-12-01,8.9,1.8,186.0,1.533333333,0.0,7.68,40.97,0.9,19.0,476.0,120.0,116.0,10.0,741.0
2014-12-08,5.7,1.11,216.0,3.933333333,6.2,7.71,31.75,0.47,10.0,717.0,96.0,149.0,20.0,992.0
2014-12-15,6.8,1.63,178.0,2.333333333,1.3,7.31,42.37,0.47,38.0,1207.0,116.0,221.0,20.0,1602.0
2015-01-05,6.6,3.57,168.0,0.0,0.0,6.89,42.72,2.51,82.0,616.0,178.0,236.0,115.0,1227.0
2015-01-12,7.8,2.51,163.0,1.333333333,0.0,6.92,39.3,1.31,77.0,1024.0,178.0,145.0,44.0,1468.0
2015-01-19,4.6,3.83,149.0,4.1,7.2,6.92,36.8,0.48,91.0,669.0,274.0,268.0,38.0,1340.0
2015-01-26,7.2,2.19,165.0,3.5,1.0,7.19,36.6,1.66,91.0,645.0,168.0,82.0,34.0,1020.0
2015-02-02,3.0,2.0,165.0,0.1,0.3,6.97,36.83,1.35,63.0,616.0,221.0,87.0,38.0,1025.0
2015-02-09,5.3,1.57,154.0,3.833333333,4.7,7.48,35.86,1.12,58.0,495.0,197.0,82.0,25.0,857.0
2015-02-16,6.8,2.59,141.0,0.4,0.0,5.55,25.27,4.63,250.0,1659.0,486.0,2588.0,639.0,5622.0
2015-02-23,5.8,4.84,150.0,4.433333333,8.0,6.35,32.86,4.32,245.0,803.0,683.0,635.0,172.0,2538.0
2015-03-02,8.4,2.43,149.0,4.333333333,7.5,6.9,33.04,1.59,197.0,558.0,245.0,91.0,87.0,1178.0
2015-03-09,7.7,1.65,178.0,3.766666667,8.5,7.03,32.82,1.61,274.0,592.0,275.0,111.0,53.0,1305.0
2015-03-16,7.3,1.55,175.0,1.366666667,0.0,6.86,33.0,5.02,481.0,967.0,428.0,456.0,106.0,2438.0
2015-03-23,8.0,1.4,188.0,3.633333333,2.5,6.01,31.88,5.01,1707.0,976.0,726.0,149.0,72.0,3630.0
2015-03-30,9.3,1.44,195.0,1.966666667,4.5,5.33,29.45,5.72,1958.0,1472.0,1020.0,241.0,115.0,4806.0
2015-04-07,12.3,1.24,196.0,7.4,10.0,1.64,30.41,4.66,1645.0,1664.0,866.0,135.0,101.0,4411.0
2015-04-13,11.5,1.1,194.0,6.233333333,2.5,1.29,29.68,10.39,2318.0,1727.0,1919.0,254.0,101.0,6319.0
2015-04-20,11.0,0.971,194.0,9.066666667,10.9,4.13,31.65,8.37,1342.0,1265.0,5551.0,260.0,111.0,8529.0
2015-04-27,10.8,1.08,238.0,5.466666667,10.2,4.7,25.24,8.18,1183.0,1804.0,1934.0,327.0,105.0,5353.0
2015-05-05,13.5,1.43,275.0,6.2,7.1,5.22,27.89,12.24,1332.0,2395.0,2227.0,659.0,207.0,6820.0
