date,temp,flow,SRP,sun3d,sun,silicon,nitrate,chl,diatoms,p-chloro,n-chloro,totCyano,totCrypto,totPhyto
2011-06-07,15.2,0.172,718.0,3.1,2.9,1.09,36.05,1.16,130.0,981.0,163.0,130.0,77.0,1481.0
2011-06-14,15.1,0.27,842.0,4.9,6.5,1.87,39.85,1.47,293.0,524.0,303.0,192.0,29.0,1341.0
2011-06-21,15.8,0.221,728.0,5.166666667,8.2,1.84,29.31,1.64,120.0,1169.0,428.0,135.0,39.0,1891.0
2011-06-28,18.2,0.116,878.0,6.0,5.5,2.39,41.1,1.12,139.0,2025.0,366.0,129.0,14.0,2673.0
2011-07-05,16.6,0.108,920.0,5.266666667,2.2,2.67,30.15,1.3,38.0,1087.0,91.0,57.0,19.0,1292.0
2011-07-12,16.7,0.137,1336.0,5.466666667,8.9,3.34,38.16,1.56,91.0,1015.0,164.0,100.0,10.0,1380.0
2011-07-19,15.8,0.271,1072.0,2.5,0.7,3.05,26.95,2.72,385.0,798.0,371.0,260.0,63.0,1877.0
2011-07-26,15.9,0.143,1008.0,10.33333333,11.1,3.26,35.81,0.93,125.0,428.0,96.0,139.0,10.0,798.0
2011-08-02,18.3,0.114,964.0,9.333333333,9.0,3.16,27.17,0.87,82.0,423.0,84.0,160.0,11.0,760.0
2011-08-09,15.4,0.128,1184.0,4.466666667,7.6,4.47,45.56,2.1,67.0,308.0,62.0,164.0,5.0,606.0
2011-08-16,15.7,0.123,1140.0,4.7,7.3,4.59,35.17,1.19,67.0,640.0,139.0,111.0,10.0,967.0
2011-08-23,14.8,0.158,992.0,5.0,0.0,4.18,27.38,2.52,346.0,337.0,428.0,102.0,57.0,1270.0
2011-08-30,15.1,0.184,867.0,3.166666667,0.0,4.19,29.47,3.58,495.0,577.0,471.0,111.0,34.0,1688.0
2011-09-06,14.7,0.153,960.0,3.266666667,4.7,4.51,29.46,1.11,115.0,630.0,111.0,149.0,24.0,1029.0
2011-09-13,14.6,0.121,920.0,7.0,7.6,4.18,33.98,2.91,63.0,476.0,125.0,264.0,28.0,956.0
2011-09-20,13.8,0.133,1080.0,3.333333333,2.8,4.08,43.82,1.33,53.0,346.0,63.0,178.0,5.0,645.0
2011-09-26,14.6,0.153,776.0,3.433333333,3.7,3.63,26.48,2.08,322.0,568.0,264.0,212.0,33.0,1399.0
2011-10-04,15.1,0.147,960.0,8.0,6.6,4.16,30.3,3.46,63.0,438.0,111.0,106.0,14.0,732.0
2011-10-11,14.5,0.133,1144.0,0.2,0.0,4.29,34.3,2.81,77.0,500.0,110.0,178.0,33.0,898.0
2011-10-18,10.6,0.129,1092.0,4.333333333,1.0,3.87,33.91,6.25,58.0,645.0,110.0,134.0,29.0,976.0
2011-10-25,11.0,0.124,1041.0,4.533333333,4.6,3.75,51.43,1.58,48.0,274.0,72.0,255.0,10.0,659.0
2011-11-01,12.5,0.134,896.0,1.833333333,0.7,3.63,31.69,2.11,289.0,649.0,274.0,68.0,34.0,1314.0
2011-11-08,10.8,0.186,824.0,0.633333333,0.0,4.2,26.17,1.6,231.0,390.0,279.0,96.0,34.0,1030.0
2011-11-15,10.6,0.137,1044.0,2.533333333,0.0,4.58,48.99,0.97,43.0,611.0,77.0,24.0,5.0,760.0
2011-11-22,9.3,0.136,1020.0,2.066666667,0.0,4.25,51.8,0.46,38.0,760.0,178.0,52.0,25.0,1053.0
2011-11-29,8.3,0.251,1002.0,2.066666667,0.0,4.2,50.84,0.65,43.0,693.0,135.0,58.0,10.0,939.0
2011-12-06,4.7,0.067,920.0,2.066666667,3.2,3.66,62.36,2.05,14.0,827.0,120.0,34.0,15.0,1010.0
2011-12-13,6.0,0.962,760.0,2.9,4.9,3.44,46.98,2.71,515.0,611.0,140.0,101.0,63.0,1430.0
2011-12-19,3.3,0.583,356.0,2.5,0.0,4.01,36.83,1.12,125.0,558.0,130.0,91.0,53.0,957.0
2012-01-03,8.3,0.857,468.0,2.433333333,1.6,3.84,40.53,0.91,188.0,317.0,101.0,72.0,10.0,688.0
2012-01-10,8.3,0.594,324.0,1.833333333,0.7,3.79,48.2,1.19,135.0,337.0,129.0,81.0,20.0,702.0
2012-01-16,2.3,0.411,353.0,5.233333333,5.7,3.3,48.7,3.06,616.0,394.0,135.0,62.0,34.0,1241.0
2012-01-24,5.6,0.711,461.0,1.033333333,0.0,3.07,50.38,1.15,207.0,298.0,187.0,77.0,19.0,788.0
2012-01-31,3.9,0.698,304.0,1.3,3.5,3.28,47.34,1.16,139.0,510.0,97.0,101.0,43.0,890.0
2012-02-07,3.4,0.805,318.0,0.733333333,2.1,2.52,41.5,3.44,553.0,592.0,144.0,129.0,63.0,1481.0
2012-02-14,4.0,1.1,,,,2.59,43.43,,,,,,,
2012-02-21,5.4,0.805,310.0,2.666666667,1.8,2.21,52.93,2.79,250.0,1669.0,154.0,101.0,116.0,2290.0
2012-02-27,8.2,0.646,290.0,4.866666667,0.0,1.5,51.55,3.05,298.0,2641.0,207.0,159.0,63.0,3368.0
2012-03-06,5.8,2.02,341.0,4.333333333,7.3,2.55,33.48,4.97,620.0,3665.0,697.0,601.0,173.0,5756.0
2012-03-13,8.9,0.703,296.0,4.266666667,2.1,1.44,48.57,3.59,669.0,1414.0,288.0,159.0,87.0,2617.0
2012-03-20,8.1,0.594,338.0,4.3,10.0,1.03,49.54,5.1,1308.0,1356.0,323.0,111.0,86.0,3184.0
2012-03-27,9.5,0.411,368.0,8.9,10.6,0.37,47.47,4.76,1419.0,3809.0,1491.0,206.0,120.0,7045.0
2012-04-03,9.5,0.369,518.0,,,0.55,50.49,6.54,,,,,,
2012-04-10,9.5,0.645,582.0,3.033333333,8.9,0.64,46.76,13.5,4396.0,19542.0,3376.0,270.0,491.0,28075.0
2012-04-17,8.6,0.42,642.0,6.6,8.9,0.5,41.5,56.12,895.0,4863.0,687.0,145.0,111.0,6701.0
2012-04-24,9.7,1.34,258.0,5.266666667,0.9,2.17,31.78,5.33,798.0,2453.0,1014.0,365.0,125.0,4755.0
2012-05-01,11.2,7.6,139.0,4.066666667,9.8,4.08,23.23,3.55,495.0,4574.0,1785.0,1121.0,139.0,8114.0
2012-05-08,10.8,8.0,94.0,3.033333333,3.9,4.11,22.95,7.6,2107.0,7359.0,1939.0,563.0,688.0,12656.0
2012-05-14,11.3,5.15,100.0,8.266666667,2.5,3.76,18.81,11.98,2116.0,5680.0,3184.0,1241.0,1159.0,13380.0
2012-05-22,12.9,1.3,191.0,1.0,3.0,2.16,37.75,2.15,202.0,3146.0,596.0,495.0,96.0,4535.0
2012-05-29,17.2,0.6,284.0,10.96666667,10.5,1.84,32.78,22.21,3001.0,9605.0,39436.0,702.0,2444.0,55188.0
2012-06-06,13.3,2.0,253.0,1.7,3.9,4.33,25.67,3.67,390.0,6378.0,1707.0,1996.0,111.0,10582.0
2012-06-12,12.3,7.3,207.0,2.933333333,0.0,4.16,15.03,5.63,572.0,5041.0,2136.0,1443.0,173.0,9365.0
2012-06-19,15.9,5.5,158.0,5.333333333,6.2,5.05,7.54,7.95,1818.0,4223.0,3174.0,703.0,423.0,10341.0
2012-06-25,14.8,5.1,218.0,7.3,9.5,4.84,10.73,2.61,673.0,2275.0,3838.0,702.0,87.0,7575.0
2012-07-03,15.3,1.2,294.0,2.866666667,0.0,3.93,25.88,1.36,164.0,1823.0,610.0,289.0,34.0,2920.0
2012-07-10,16.1,7.3,179.0,2.1,0.0,5.3,11.13,2.71,303.0,1515.0,1140.0,644.0,154.0,3756.0
2012-07-16,15.6,7.4,123.0,2.333333333,0.4,5.15,10.87,3.28,390.0,923.0,587.0,485.0,111.0,2496.0
2012-07-24,17.8,1.7,172.0,10.46666667,13.5,5.09,18.26,1.37,138.0,726.0,240.0,244.0,50.0,1398.0
2012-07-31,15.3,1.1,226.0,10.43,11.0,8.19,27.79,0.68,,,,,,
2012-08-07,15.4,2.9,189.0,6.633333333,5.7,4.55,25.43,1.83,366.0,2241.0,2174.0,495.0,91.0,5367.0
2012-08-14,17.0,0.8,208.0,5.1,0.5,3.96,22.85,1.37,149.0,909.0,394.0,342.0,43.0,1837.0
2012-08-21,17.8,0.6,235.0,9.466666667,6.9,4.19,18.9,4.43,293.0,2222.0,538.0,269.0,87.0,3409.0
2012-08-28,16.0,0.7,314.0,6.366666667,10.8,3.71,22.08,0.94,178.0,1919.0,394.0,308.0,48.0,2847.0
2012-09-04,15.6,0.6,207.0,4.833333333,9.2,3.97,24.74,1.36,144.0,1842.0,485.0,477.0,33.0,2981.0
2012-09-11,15.2,0.4,231.0,6.066666667,10.1,3.32,24.8,1.17,115.0,3593.0,365.0,264.0,53.0,4390.0
2012-09-18,13.7,0.3,255.0,5.133333333,3.8,2.91,27.67,2.55,87.0,2631.0,419.0,173.0,77.0,3387.0
2012-09-24,11.7,2.2,339.0,3.633333333,2.1,3.35,23.92,4.56,269.0,1828.0,466.0,235.0,82.0,2880.0
2012-10-01,12.7,0.993,234.0,2.533333333,3.8,4.14,37.66,2.93,139.0,3973.0,1390.0,991.0,106.0,6599.0
2012-10-08,10.9,5.11,168.0,0.633333333,1.5,4.69,35.17,2.97,274.0,2588.0,842.0,1336.0,163.0,5203.0
2012-10-16,10.1,1.33,210.0,4.4,1.1,3.95,32.75,1.17,130.0,611.0,192.0,212.0,43.0,1188.0
2012-10-22,12.3,7.55,117.0,0.6,0.0,5.3,17.09,2.8,144.0,789.0,443.0,1967.0,202.0,3545.0
2012-10-29,8.9,2.22,114.0,2.4,1.0,4.82,29.69,1.36,115.0,428.0,163.0,543.0,44.0,1293.0
2012-11-06,6.1,8.13,113.0,4.2,7.3,4.47,19.53,6.01,120.0,3093.0,471.0,1313.0,63.0,5060.0
2012-11-13,9.1,3.1,113.0,2.3,0.0,4.36,25.61,1.47,130.0,568.0,105.0,269.0,91.0,1163.0
2012-11-19,7.2,2.76,139.0,1.8,0.0,4.29,31.43,0.95,58.0,721.0,115.0,154.0,38.0,1086.0
2012-11-26,7.8,15.7,64.0,1.333333333,0.0,4.4,12.52,4.03,212.0,2083.0,678.0,1279.0,63.0,4315.0
2012-12-04,4.5,9.53,89.0,1.1,0.4,4.44,19.89,1.19,115.0,620.0,183.0,665.0,92.0,1675.0
2012-12-11,3.7,3.91,85.0,3.666666667,4.9,4.54,22.95,2.07,178.0,510.0,327.0,356.0,116.0,1487.0
2012-12-17,5.9,5.56,105.0,4.333333333,4.9,3.9,20.05,1.81,154.0,707.0,288.0,558.0,101.0,1808.0
2013-01-07,8.5,4.84,81.0,0.0,0.0,4.73,19.47,1.14,255.0,414.0,149.0,365.0,106.0,1289.0
2013-01-07,8.5,4.84,81.0,0.333333333,1.0,4.73,19.47,1.14,255.0,414.0,149.0,365.0,106.0,1289.0
2013-01-14,4.1,3.03,110.0,1.3,0.1,4.04,28.58,1.64,106.0,721.0,145.0,602.0,72.0,1646.0
2013-01-21,2.5,2.29,122.0,0.0,0.0,3.85,26.16,1.85,72.0,592.0,116.0,538.0,269.0,1587.0
2013-01-28,4.5,9.86,92.0,3.433333333,0.0,3.23,16.02,2.07,212.0,1390.0,500.0,760.0,174.0,3036.0
2013-02-04,6.2,7.72,64.0,3.933333333,3.4,3.48,19.01,1.64,164.0,688.0,216.0,610.0,76.0,1754.0
2013-02-11,3.0,12.1,107.0,0.0,0.0,2.94,14.44,5.83,67.0,1631.0,284.0,856.0,19.0,2857.0
2013-02-18,4.9,10.1,56.0,4.666666667,7.0,2.78,17.9,1.89,423.0,645.0,327.0,717.0,111.0,2223.0
2013-02-25,3.8,2.04,90.0,0.0,0.0,3.11,33.86,3.53,640.0,837.0,721.0,1043.0,111.0,3352.0
2013-03-04,4.9,1.39,145.0,3.066666667,8.3,2.96,34.0,3.63,524.0,1246.0,491.0,563.0,121.0,2945.0
2013-03-11,3.2,2.95,131.0,0.133333333,0.4,3.49,19.79,5.01,510.0,2054.0,500.0,760.0,72.0,3896.0
2013-03-18,3.5,12.1,105.0,0.633333333,0.3,2.74,15.76,3.44,399.0,1804.0,822.0,852.0,10.0,3887.0
2013-03-26,2.0,8.54,59.0,0.0,0.0,2.72,18.09,1.85,370.0,1616.0,471.0,404.0,159.0,3020.0
2013-04-02,3.3,1.92,101.0,6.133333333,11.5,2.63,35.03,2.49,1082.0,2208.0,687.0,366.0,188.0,4531.0
2013-04-08,6.3,1.32,146.0,4.4,0.2,2.42,42.41,3.45,1049.0,2049.0,365.0,317.0,144.0,3924.0
2013-04-15,10.7,2.73,126.0,2.933333333,3.8,3.09,25.85,7.25,1337.0,4685.0,1765.0,890.0,236.0,8913.0
2013-04-22,10.3,1.01,226.0,6.3,12.5,2.08,38.7,5.1,1650.0,13111.0,3323.0,5075.0,164.0,23323.0
2013-04-29,9.9,0.789,298.0,6.133333333,11.2,1.62,35.76,43.95,13107.0,18970.0,82858.0,5382.0,625.0,120942.0
2013-05-07,14.3,0.6,366.0,9.766666667,13.2,0.67,35.23,24.85,16137.0,2415.0,12116.0,741.0,635.0,32044.0
2013-05-13,11.6,0.711,590.0,6.1,8.2,1.33,41.28,14.36,3588.0,12481.0,5627.0,1039.0,506.0,23241.0
2013-05-20,13.6,0.624,429.0,2.8,0.1,1.9,44.08,8.77,2968.0,35987.0,6738.0,750.0,216.0,46659.0
2013-05-28,12.7,2.18,367.0,8.5,0.0,0.7,36.58,111.55,44611.0,22620.0,12573.0,1680.0,817.0,82301.0
2013-06-03,13.8,0.599,308.0,13.5,14.1,3.32,49.59,5.03,1169.0,6108.0,4949.0,1018.0,130.0,13374.0
2013-06-10,14.0,0.562,440.0,6.7,0.5,1.79,38.71,40.17,13650.0,16334.0,49945.0,2073.0,1025.0,83027.0
2013-06-17,14.9,0.436,620.0,3.1,1.2,2.29,48.16,13.84,4906.0,8470.0,6560.0,519.0,567.0,21022.0
2013-06-24,15.2,0.289,656.0,3.766666667,4.5,2.59,40.48,16.09,3150.0,8427.0,13516.0,399.0,567.0,26059.0
2013-07-01,17.8,0.234,778.0,8.833333333,9.0,2.13,45.32,11.38,2434.0,10634.0,6460.0,918.0,1746.0,22192.0
2013-07-08,19.2,0.194,885.0,12.36666667,12.9,1.73,49.83,22.16,5791.0,18378.0,18710.0,795.0,2395.0,46069.0
2013-07-15,20.6,0.156,836.0,11.43333333,11.0,1.48,50.03,36.35,14136.0,15584.0,11048.0,578.0,1014.0,42360.0
2013-07-22,19.7,0.135,968.0,7.966666667,10.6,2.2,46.45,12.04,1125.0,3343.0,3958.0,399.0,539.0,9364.0
2013-07-29,18.8,0.486,710.0,6.833333333,7.1,2.91,19.48,16.8,5002.0,3468.0,4227.0,2612.0,385.0,15694.0
2013-08-05,18.0,0.241,723.0,4.933333333,1.8,3.45,22.09,5.82,476.0,2756.0,726.0,452.0,111.0,4521.0
2013-08-12,16.6,0.157,836.0,8.6,8.7,3.15,26.07,16.45,808.0,3078.0,1510.0,461.0,818.0,6675.0
2013-08-19,16.8,0.166,1224.0,6.966666667,9.3,3.57,52.39,3.03,250.0,3040.0,793.0,308.0,380.0,4771.0
2013-08-27,16.7,0.129,1148.0,8.4,10.4,4.17,42.92,6.33,409.0,2415.0,856.0,490.0,250.0,4420.0
2013-09-02,16.0,0.102,1208.0,8.733333333,10.1,4.0,42.88,3.4,188.0,1823.0,664.0,553.0,631.0,3859.0
2013-09-10,13.7,0.268,1508.0,3.166666667,3.0,4.38,66.05,2.59,135.0,1881.0,452.0,255.0,106.0,2829.0
2013-09-16,12.5,0.302,1155.0,3.566666667,9.5,3.46,23.55,4.59,1958.0,1938.0,1044.0,475.0,101.0,5516.0
2013-09-23,14.8,0.243,804.0,1.333333333,0.0,3.8,49.18,2.04,293.0,2073.0,346.0,361.0,102.0,3175.0
2013-09-30,14.1,0.251,868.0,2.666666667,0.1,3.45,57.33,2.48,125.0,1842.0,385.0,419.0,68.0,2839.0
2013-10-07,13.7,0.127,1050.0,4.6,2.9,3.76,49.14,2.57,149.0,1390.0,394.0,736.0,140.0,2809.0
2013-10-14,11.7,0.739,918.0,1.466666667,0.2,2.95,41.67,14.56,5570.0,1101.0,2174.0,707.0,197.0,9749.0
2013-10-21,13.2,1.62,451.0,1.133333333,0.1,3.69,72.84,7.59,1005.0,895.0,837.0,428.0,82.0,3247.0
2013-10-29,11.1,2.18,269.0,3.033333333,2.7,3.87,60.6,4.16,236.0,770.0,514.0,581.0,150.0,2251.0
2013-11-04,9.1,2.53,304.0,6.1,6.7,3.84,64.33,2.13,130.0,1145.0,289.0,424.0,168.0,2156.0
2013-11-11,8.3,3.24,181.0,2.166666667,0.0,3.93,55.41,0.91,82.0,630.0,303.0,284.0,19.0,1318.0
2013-11-18,9.1,1.58,157.0,0.0,0.0,3.33,52.65,0.98,48.0,755.0,390.0,664.0,19.0,1876.0
2013-11-25,7.0,1.3,198.0,0.733333333,0.0,3.2,49.49,0.89,29.0,673.0,202.0,140.0,19.0,1063.0
2013-12-02,7.3,1.17,265.0,0.4,0.0,3.14,48.95,0.7,29.0,447.0,169.0,260.0,10.0,915.0
2013-12-09,7.2,0.909,411.0,2.5,4.2,3.16,53.72,0.47,19.0,423.0,120.0,95.0,5.0,662.0
2013-12-16,10.2,1.04,439.0,,,3.04,48.53,1.86,,,,,,
2013-01-06,6.9,15.8,106.0,0.0,0.0,3.97,20.56,1.12,111.0,1193.0,245.0,596.0,39.0,2184.0
2013-01-06,6.9,15.8,106.0,0.333333333,1.0,3.97,20.56,1.12,111.0,1193.0,245.0,596.0,39.0,2184.0
2014-01-13,4.6,13.7,96.0,4.166666667,5.2,4.27,22.32,1.2,433.0,563.0,130.0,189.0,81.0,1396.0
2014-01-20,5.2,11.3,90.0,2.4,2.3,3.73,21.33,3.48,1092.0,592.0,216.0,279.0,100.0,2279.0
2014-01-27,4.7,9.29,98.0,1.033333333,2.7,3.14,21.07,4.52,1438.0,1366.0,587.0,1183.0,250.0,4824.0
2014-02-03,5.3,12.7,67.0,4.166666667,0.3,2.79,16.64,6.33,2419.0,1251.0,640.0,669.0,163.0,5142.0
2014-02-10,4.8,15.2,52.0,,,2.44,14.52,5.64,2121.0,1496.0,1501.0,1679.0,173.0,6970.0
2014-02-17,5.8,10.6,63.0,,,1.83,16.3,5.16,1361.0,1765.0,727.0,684.0,192.0,4729.0
2014-02-24,7.9,4.65,103.0,2.666666667,0.5,2.39,22.76,7.75,2410.0,4531.0,2621.0,510.0,289.0,10361.0
2014-03-03,6.7,10.3,85.0,4.133333333,4.8,2.51,14.45,4.9,548.0,1871.0,1510.0,1375.0,212.0,5516.0
2014-03-10,8.4,2.97,119.0,4.433333333,0.0,2.54,27.25,4.62,952.0,2039.0,1775.0,678.0,212.0,5656.0
2014-03-17,9.4,1.72,182.0,,,2.49,40.83,2.31,,,,,,
2014-03-24,7.2,1.27,249.0,7.466666667,7.3,2.28,39.17,3.08,645.0,2511.0,928.0,654.0,130.0,4868.0
2014-03-31,11.0,1.06,224.0,4.466666667,0.8,2.03,33.59,3.45,1284.0,2347.0,1920.0,895.0,226.0,6672.0
2014-04-07,12.4,0.96,296.0,0.333333333,0.0,1.8,34.29,9.23,1106.0,3886.0,2112.0,841.0,249.0,8194.0
2014-04-14,11.0,0.63,328.0,11.33333333,11.5,1.19,38.2,7.74,2222.0,3198.0,1183.0,535.0,111.0,7249.0
2014-04-22,11.7,0.64,397.0,2.4,1.4,1.26,43.59,25.56,6714.0,5738.0,6104.0,1636.0,943.0,21135.0
2014-04-28,11.5,0.86,299.0,4.233333333,2.7,2.56,30.75,8.82,1299.0,4300.0,3011.0,1765.0,260.0,10635.0
2014-05-06,13.4,0.49,361.0,7.933333333,8.8,2.19,34.62,4.77,1150.0,4261.0,2497.0,900.0,480.0,9288.0
2014-05-12,12.7,0.45,390.0,6.533333333,8.5,1.67,29.18,6.08,967.0,4709.0,2467.0,452.0,659.0,9254.0
2014-05-19,17.5,0.3,456.0,11.7,11.5,1.3,32.83,10.8,2020.0,11625.0,7917.0,577.0,1381.0,23520.0
2014-05-27,13.3,1.23,307.0,4.933333333,0.0,3.56,23.6,2.12,568.0,2722.0,2010.0,707.0,106.0,6113.0
2014-06-02,16.0,1.51,216.0,5.066666667,1.3,4.55,24.39,2.52,192.0,3511.0,1236.0,1577.0,106.0,6622.0
2014-06-10,17.0,0.95,258.0,10.4,13.8,3.2,22.53,2.51,308.0,4627.0,1833.0,572.0,87.0,7427.0
2014-06-16,16.7,1.11,253.0,3.633333333,3.5,3.17,14.85,3.51,260.0,1972.0,418.0,332.0,154.0,3136.0
2014-06-23,18.4,0.51,290.0,8.833333333,6.9,1.53,21.08,3.73,168.0,3901.0,991.0,375.0,250.0,5685.0
2014-06-30,16.8,0.45,437.0,5.933333333,7.1,1.5,30.21,2.12,313.0,1765.0,1039.0,303.0,192.0,3612.0
2014-07-07,17.5,0.43,502.0,5.533333333,7.9,0.96,29.5,2.09,139.0,1707.0,510.0,207.0,154.0,2717.0
2014-07-14,18.1,0.36,668.0,6.533333333,8.8,0.89,23.72,3.28,221.0,1938.0,337.0,236.0,76.0,2808.0
2014-07-21,19.8,1.13,688.0,8.233333333,10.9,3.3,27.38,1.4,250.0,1433.0,524.0,245.0,15.0,2467.0
2014-07-28,19.6,0.26,754.0,7.366666667,5.1,1.88,22.41,2.48,183.0,1125.0,274.0,250.0,168.0,2000.0
2014-08-11,16.6,1.72,720.0,,,3.47,18.55,2.75,,,,,,
2014-08-18,15.4,0.5,534.0,6.9,7.1,3.59,15.9,1.63,130.0,794.0,236.0,169.0,10.0,1339.0
2014-08-26,15.1,1.33,903.0,,,2.55,30.82,2.6,,,,,,
2014-09-01,15.7,0.25,510.0,2.9,0.2,2.59,19.57,2.55,87.0,774.0,197.0,149.0,5.0,1212.0
2014-09-08,15.9,0.17,826.0,5.2,8.0,3.77,23.85,1.8,48.0,986.0,216.0,164.0,67.0,1481.0
2014-09-15,15.3,0.15,1410.0,4.2,6.0,2.39,31.45,3.99,144.0,1852.0,472.0,371.0,173.0,3012.0
2014-09-22,14.4,0.13,2016.0,4.6,6.2,3.24,33.14,1.65,111.0,1024.0,211.0,174.0,58.0,1578.0
2014-09-29,15.2,0.12,2280.0,2.733333333,0.7,2.98,34.39,3.18,0.0,14.0,0.0,96.0,0.0,110.0
2014-10-06,11.9,0.9,1460.0,2.966666667,0.0,3.11,38.71,2.34,63.0,1135.0,217.0,279.0,15.0,1709.0
2014-10-13,11.2,0.67,556.0,2.166666667,0.0,2.9,32.61,1.32,130.0,635.0,207.0,212.0,57.0,1241.0
2014-10-20,14.3,0.4,400.0,3.9,3.2,4.37,29.7,1.11,48.0,390.0,149.0,154.0,5.0,746.0
2014-10-27,12.9,0.21,356.0,3.4,7.5,3.9,38.14,0.66,38.0,216.0,106.0,168.0,0.0,528.0
2014-11-04,10.2,0.46,308.0,2.533333333,0.9,3.72,36.46,1.33,53.0,279.0,106.0,97.0,15.0,550.0
2014-11-10,9.2,0.72,288.0,2.933333333,3.2,3.79,33.15,1.32,101.0,269.0,135.0,125.0,38.0,668.0
2014-11-18,9.5,6.84,144.0,0.366666667,0.1,4.03,55.62,2.91,144.0,1212.0,380.0,1438.0,139.0,3313.0
2014-11-24,8.3,7.57,148.0,1.1,0.0,4.08,46.67,4.17,87.0,976.0,342.0,856.0,134.0,2395.0
2014-12-01,9.2,4.55,111.0,1.533333333,0.0,4.12,41.93,0.92,63.0,529.0,197.0,423.0,10.0,1222.0
2014-12-08,5.8,1.81,209.0,3.933333333,6.2,3.61,41.25,1.19,34.0,433.0,86.0,106.0,15.0,674.0
2014-12-15,6.5,2.87,167.0,2.333333333,1.3,3.89,40.0,0.71,96.0,544.0,250.0,684.0,33.0,1607.0
2015-01-05,4.9,6.23,194.0,0.0,0.0,4.09,35.75,2.3,58.0,2087.0,481.0,1164.0,0.0,3790.0
2015-01-12,7.3,4.95,136.0,1.333333333,0.0,3.8,36.4,1.75,87.0,803.0,183.0,1049.0,34.0,2156.0
2015-01-19,4.1,5.04,115.0,4.1,7.2,3.87,35.26,1.42,53.0,1077.0,202.0,808.0,33.0,2173.0
2015-01-26,6.7,2.31,242.0,3.5,1.0,3.31,40.21,0.93,67.0,741.0,77.0,727.0,43.0,1655.0
2015-02-02,2.1,2.08,207.0,0.1,0.3,3.34,39.68,1.62,101.0,1202.0,211.0,1053.0,57.0,2624.0
2015-02-09,4.2,1.21,156.0,3.833333333,4.7,3.17,45.16,1.6,188.0,1717.0,279.0,717.0,29.0,2930.0
2015-02-16,5.6,2.18,149.0,0.4,0.0,3.33,31.24,1.82,317.0,1707.0,423.0,3453.0,39.0,5939.0
2015-02-23,5.1,5.24,125.0,4.433333333,8.0,3.33,24.6,4.7,467.0,2203.0,635.0,1505.0,53.0,4863.0
2015-03-02,5.7,3.67,195.0,4.333333333,7.5,3.04,29.35,2.46,620.0,1501.0,346.0,1477.0,72.0,4016.0
2015-03-09,7.1,1.7,148.0,3.766666667,8.5,2.34,40.91,2.84,2737.0,1486.0,1419.0,798.0,77.0,6517.0
2015-03-16,6.6,1.05,137.0,1.366666667,0.0,1.94,46.64,4.29,1068.0,1323.0,1236.0,1189.0,106.0,4922.0
2015-03-23,7.8,0.75,154.0,3.633333333,2.5,1.28,42.5,6.37,1472.0,1568.0,1226.0,1789.0,173.0,6228.0
2015-03-30,8.4,0.76,152.0,1.966666667,4.5,1.24,40.63,5.78,1352.0,3790.0,1332.0,2608.0,92.0,9174.0
2015-04-07,10.9,0.53,231.0,7.4,10.0,1.11,37.85,5.56,1150.0,5627.0,1101.0,986.0,116.0,8980.0
2015-04-13,10.2,0.39,342.0,6.233333333,2.5,1.92,44.22,10.14,1698.0,6700.0,1828.0,857.0,110.0,11193.0
2015-04-20,10.1,0.32,385.0,9.066666667,10.9,0.77,48.43,18.54,6262.0,5175.0,3160.0,2087.0,669.0,17353.0
