Sample ID,Date,Site name,Day,Month,Year,Time,Time rounded,Notes,Temperature (oC),pH,Gran alkalinity μeq/L,Suspended solids mg/L,Soluble reactive phosphorus (μg/L),Total dissolved phosphorus (μg/L),Total phosphorus (μg/L),Total reactive phosphorus (μg/l),Dissolved ammonium (NH4) (mg/l),Dissolved silicon (mg Si/L) ,Chlorophyll-a (μg/L),Dissolved fluoride (mg F/L),Dissolved chloride (mg Cl/L),Dissolved nitrite (mg NO2/L),Dissolved nitrate (NO3),Dissolved Nitrate-N (mg N/L),Dissolved sulphate (mg SO4/L),Total dissolved nitrogen (mg N/L),N check,Dissolved organic carbon (mg/L),Field pH,Conductivity,Eh,DO Temp,% DO,DO     mg/l,,Dissolved Al (ppm),Dissolved B (ppb),Dissolved Ca (ppm),Dissolved Fe (ug/l)),Dissolved K (mg/l),Dissolved Mg (mg/l),Dissolved Na (mg/l),Dissolved P (ppm),Dissolved S (ppm),Dissolved Si (ppm),Dissolved Mn (ug/l),Dissolved Zn (ug/l),Dissolved Cu (ug/l),,Total Na (mg/l),Total Ca (mg/l),Total Mg (mg/l),Total B (ug/l),Total Fe (ug/l),Total Mn (ug/l),Total Zn (ug/l),Total Cu (ug/l),Total Al (ug/l),,Mean daily flow (m3/s),,Site,Date,Green_diatoms,Green_meso,Green meso 2,Green_pico,Crypto 1,Crypto 2,Crypto 3,Cyano1,Cyano2,Cyano3,Cyano4,,,,,,,
TC2,08/06/09,Ray at Islip,8,6,9,10:55,11:00,,13.8,7.56,2501,21.4,253,292,372,,0.400,2.80,13.83,0.20,42.50,0.10,31.00,7.00,72.50,7.70,7.31,9.00,,,,,,,,,106,82.4,,7.0,5.1,34.3,,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,
TC2,15/06/09,Ray at Islip,15,6,9,10:41,10:45,,18.5,7.48,4037,11.32,367,406,457,,0.132,4.20,9.65,0.20,48.50,0.20,34.00,7.68,93.00,8.40,7.78,10.10,,,,,,,,,133,115.7,,10.0,6.3,38.2,,,,,,,,,,,,,,,,,,0.471,,,,,,,,,,,,,,,,,,,,,
TC2,22/06/09,Ray at Islip,22,6,9,10:11,10:15,,16.50,7.71,4052,10.8,414,501,541,,0.026,3.20,25.85,0.20,64.00,0.10,32.50,7.34,92.50,8.00,7.36,7.30,,,,,,,,,126,112.2,,11.7,6.1,49.3,,,,,,,,,,,,,,,,,,0.369,,,,,,,,,,,,,,,,,,,,,
TC2,29/06/09,Ray at Islip,29,6,9,10:38,10:45,,21.50,7.59,3612,10.9,488,543,597,,0.004,3.20,34.16,0.20,74.00,0.30,37.00,8.35,96.00,9.10,8.36,7.30,,,,,,,,,129,110.8,,12.7,6.0,56.0,,,,,,,,,,,,,,,,,,0.444,,,,,,,,,,,,,,,,,,,,,
TC2,06/07/09,Ray at Islip,6,7,9,10:33,10:30,,19.80,7.67,4050,11.5,528,578,626,,<0.004,4.10,46.73,0.20,73.00,<0.1,37.00,8.35,102.50,8.60,#VALUE!,7.90,,,,,,,,,144,105.2,,14.0,6.6,57.9,,,,,,,,,,,,,,,,,,0.327,,,,,,,,,,,,,,,,,,,,,
TC2,13/07/09,Ray at Islip,13,7,9,10:20,10:15,,18.50,7.62,4044,10.89,453,490,556,,<0.004,3.70,30.53,0.20,81.00,<0.1,35.50,8.02,94.00,8.50,#VALUE!,7.80,,,,,,,,,139,106.1,,13.3,6.2,65.4,,,,,,,,,,,,,,,,,,0.321,,,,,,,,,,,,,,,,,,,,,
TC2,20/07/09,Ray at Islip,20,7,9,11:33,11:30,,17.8,7.6,3554,10.97,412,442,487,,0.004,2.90,49.62,0.20,67.00,<0.1,24.00,5.42,81.00,5.80,5.42,7.20,,,,,,,,,142,92.2,,10.7,5.6,51.5,,,,,,,,,,,,,,,,,,0.441,,,,,,,,,,,,,,,,,,,,,
TC2,27/07/09,Ray at Islip,27,7,9,10:45,10:45,,17.7,7.69,3877,9.7,498,553,595,,0.036,3.30,18.16,0.20,67.00,<0.1,23.50,5.31,88.50,6.00,5.33,8.30,,,,,,,,,147,103.8,,13.6,6.7,56.1,,,,,,,,,,,,,,,,,,0.388,,,,,,,,,,,,,,,,,,,,,
TC2,04/08/09,Ray at Islip,4,8,9,11:02,11:00,,17.9,7.63,3668,10.9,536,581,633,,0.060,3.20,16.55,0.20,65.00,<0.1,25.50,5.76,76.50,6.50,5.80,8.50,,,,,,,,,120,93.0,,10.5,5.4,49.5,,,,,,,,,,,,,,,,,,0.323,,,,,,,,,,,,,,,,,,,,,
TC2,10/08/09,Ray at Islip,10,8,9,10:43,10:45,,18.4,7.44,3318,15.75,378,443,493,,0.052,5.10,7.45,0.20,41.50,0.30,24.50,5.53,87.50,6.60,5.57,13.80,,,,,,,,,136,101.6,,10.5,6.3,32.8,,,,,,,,,,,,,,,,,,0.571,,,,,,,,,,,,,,,,,,,,,
TC2,17/08/09,Ray at Islip,17,8,9,10:39,10:45,,19.1,7.69,4091,13.4,413,484,535,,0.008,4.00,14.36 ,0.20,65.00,<0.1,29.00,6.55,91.50,7.10,6.55,7.90,,,,,,,,,135,108.1,,11.2,5.9,48.3,,,,,,,,,,,,,,,,,,0.285,,,,,,,,,,,,,,,,,,,,,
TC2,24/08/09,Ray at Islip,24,8,9,11:03,11:00,,18.9,7.62,4056,14.84,488,493,527,,0.010,3.30,13.08,0.20,85.00,<0.1,38.50,8.69,102.00,9.30,8.70,7.00,,,,,,,,,142,106.4,,14.3,6.3,62.0,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,
TC2,02/09/09,Ray at Islip,2,9,9,9:35,9:30,,16.5,7.71,3871,10.46,409,445,486,,0.020,3.00,18.47,0.20,75.00,<0.1,31.00,7.00,99.50,7.20,7.01,7.50,,,,,,,,,145,107.6,,13.3,6.4,60.5,,,,,,,,,,,,,,,,,,0.245,,,,,,,,,,,,,,,,,,,,,
TC2,07/09/09,Ray at Islip,7,9,9,10:38,10:45,,16,7.67,3778,11.4,368,409,454,,0.006,2.80,17.26,0.10,65.00,<0.1,22.00,4.97,86.50,5.70,4.97,7.30,,,,,,,,,136,104.0,,12.3,6.2,54.2,,,,,,,,,,,,,,,,,,0.222,,,,,,,,,,,,,,,,,,,,,
TC2,15/09/09,Ray at Islip,15,9,9,10:15,10:15,,,7.75,3821,8.41,485,520,562,,0.032,3.20,21.25,0.10,92.00,0.20,34.00,7.68,111.00,8.70,7.70,7.50,,,,,,,,,165,110.6,,15.4,6.7,70.4,,,,,,,,,,,,,,,,,,0.139,,,,,,,,,,,,,,,,,,,,,
TC2,22/09/09,Ray at Islip,22,9,9,13:40,13:45,,,7.63,4140,9.98,766,778,820,,0.028,3.30,8.66,0.20,97.50,<0.1,30.00,6.77,99.50,7.60,6.79,6.80,,,,,,,,,135,95.6,,15.0,5.9,65.2,,,,,,,,,,,,,,,,,,0.133,,,,,,,,,,,,,,,,,,,,,
TC2,29/09/09,Ray at Islip,29,9,9,13:20,13:15,,,7.61,3926,10.68,1325,1346,1396,,0.042,6.10,7.69,0.10,112.50,0.10,39.50,8.92,96.50,9.90,8.95,7.30,,,,,,,,,165,107.3,,18.6,6.8,86.3,,,,,,,,,,,,,,,,,,0.147,,,,,,,,,,,,,,,,,,,,,
TC2,05/10/09,Ray at Islip,5,10,9,12:20,12:15,,,7.69,3848,10.39,836,888,956,,0.020,7.30,13.08,0.20,117.50,<0.1,44.00,9.94,95.00,10.60,9.95,7.80,,,,,,,,,184,103.2,,18.0,7.0,76.6,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
TC2,13/10/09,Ray at Islip,13,10,9,16:15,16:15,,,7.6,3801,7.39,975,1036,1068,,0.044,2.40,10.88,0.09,76.28,0.05,23.48,5.30,90.02,5.80,5.33,6.70,,,,,,,,,137,92.8,,14.7,5.8,62.4,,,,,,,,,,,,,,,,,,0.159,,,,,,,,,,,,,,,,,,,,,
TC2,20/10/09,Ray at Islip,20,10,9,10:10,10:15,,11.2,7.56,3790,3.28,860,922,966,,0.062,2.90,3.48,0.09,89.98,0.08,36.26,8.19,102.52,8.60,8.23,6.30,,,,,,,,,160,114.3,,19.0,7.6,82.5,,,,,,,,,,,,,,,,,,0.166,,,,,,,,,,,,,,,,,,,,,
TC2,27/10/09,Ray at Islip,27,10,9,16:00,16:00,,15,7.57,3618,4.44,789,866,878,,0.050,2.60,7.22,0.09,98.48,0.15,36.93,8.34,105.01,9.20,8.38,6.70,,,,,,,,,177,110.3,,20.0,8.0,84.8,,,,,,,,,,,,,,,,,,0.171,,,,,,,,,,,,,,,,,,,,,
TC2,03/11/09,Ray at Islip,3,11,9,15:20,15:15,,13.6,7.47,2870,5.86,602,646,692,,0.070,2.41,6.49,0.16,62.07,0.00,20.81,4.70,76.70,5.30,4.75,5.50,,,,,,,,,118,80.7,,11.9,5.4,50.3,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,
TC2,10/11/09,Ray at Islip,10,11,9,14:40,14:45,,9.8,7.66,4329,3.35,552,618,632,,0.140,3.31,1.80,0.14,65.38,0.00,31.12,7.03,100.26,7.71,7.13,5.80,,,,,,,,,118,107.9,,12.4,6.4,50.1,,,,,,,,,,,,,,,,,,0.334,,,,,,,,,,,,,,,,,,,,,
TC2,17/11/09,Ray at Islip,17,11,9,14:00,14:00,,9.7,7.74,3765,7.32,225,258,290,,0.054,4.07,0.87,0.19,46.73,0.28,58.51,13.21,101.47,13.52,13.25,9.10,,,,,,,,,102,118.8,,9.0,6.5,32.3,,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,
TC2,24/11/09,Ray at Islip,24,11,9,10:00,10:00,,9.9,7.51,3321,36.31,195,230,370,,0.292,3.97,4.81,0.21,41.39,0.40,44.45,10.04,93.00,10.30,10.26,9.20,,,,,,,,,89,109.4,,7.0,5.8,25.9,,,,,,,,,,,,,,,,,,3.94,,,,,,,,,,,,,,,,,,,,,
TC2,01/12/09,Ray at Islip,1,12,9,14:10,14:15,,6.2,7.67,3444,22.04,142,176,240,,0.059,3.92,2.98,0.23,37.24,0.12,51.02,11.52,92.40,10.94,11.56,11.80,,,,,,,,,84,117.6,,7.8,6.6,24.2,,,,,,,,,,,,,,,,,,4.54,,,,,,,,,,,,,,,,,,,,,
TC2,08/12/09,Ray at Islip,8,12,9,14:40,14:45,,10.9,7.57,3308,35.38,147,181,267,,0.104,3.97,2.16,0.27,30.24,0.10,39.77,8.98,72.08,9.36,9.06,12.12,,,,,,,,,73,107.1,,6.2,5.6,19.3,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,
TC2,16/12/09,Ray at Islip,16,12,9,14:00,14:00,,5.7,7.71,3886,9.83,123,141,177,,0.077,3.61,0.96,0.26,39.34,0.08,38.19,8.62,112.78,8.98,8.68,8.91,,,,,,,,,86,133.3,,6.1,7.1,26.5,,,,,,,,,,,,,,,,,,3.69,,,,,,,,,,,,,,,,,,,,,
TC2,05/01/10,Ray at Islip,5,1,10,13:35,13:30,No analysis until 11/01/10 (Snow),2,7.8,4101,12.3,85,118,129,,0.066,3.96,1.22,0.17,36.64,0.00,33.47,7.56,91.22,8.52,7.61,10.10,,,,,,,,,68,118.1,,5.6,6.1,25.5,,,,,,,,,,,,,,,,,,3.78,,,,,,,,,,,,,,,,,,,,,
TC2,12/01/10,Ray at Islip,12,1,10,14:10,14:15,,2.7,7.81,4619,10.06,114,125,168,,0.380,3.13,1.36,0.15,86.64,0.05,37.21,8.40,110.72,9.15,8.70,6.61,,,,,,,,,74,134.5,,5.6,6.3,51.8,,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,
TC2,19/01/10,Ray at Islip,19,1,10,14:00,14:00,,5.5,7.4,2340,17.1,108,149,198,,0.047,3.98,0.92,0.20,26.80,0.04,20.75,4.69,50.92,5.52,4.72,11.78,,,,,,,,,48,65.1,,6.0,4.4,17.2,,,,,,,,,,,,,,,,,,16.8,,,,,,,,,,,,,,,,,,,,,
TC2,26/01/10,Ray at Islip,26,1,10,14:10,14:15,Higher flow levels than normal,4.3,7.52,3114,16.33,74,113,155,,0.044,4.43,0.92,0.23,29.99,0.08,22.26,5.03,68.28,5.88,5.06,10.40,,,,,,,,,59,91.3,,5.9,5.3,20.2,,,,,,,,,,,,,,,,,,14.6,,,,,,,,,,,,,,,,,,,,,
TC2,02/02/10,Ray at Islip,1,2,10,14:00,14:00,,4.3,7.74,4096,7.98,82,93,124,,0.078,3.55,2.58,0.19,34.37,0.11,30.78,6.95,87.36,7.63,7.01,7.88,,,,,,,,,67,115.7,,4.9,5.6,24.1,,,,,,,,,,,,,,,,,,4.05,,,,,,,,,,,,,,,,,,,,,
TC2,09/02/10,Ray at Islip,9,2,10,13:55,14:00,,4.5,7.78,4315,9.47,99,108,138,,0.178,3.01,0.97,0.20,38.75,0.20,33.91,7.66,100.80,8.40,7.79,7.95,,,,,,,,,72,122.8,,5.5,6.1,27.4,,,,,,,,,,,,,,,,,,2.82,,,,,,,,,,,,,,,,,,,,,
TC2,16/02/10,Ray at Islip,16,2,10,14:00,14:00,,5.4,7.87,4446,7.51,127,142,174,,0.067,2.64,1.18,0.18,45.78,0.01,36.55,8.25,109.18,8.48,8.30,6.09,,,,,,,,,65,126.2,,5.5,6.1,30.0,,,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,
TC2,23/02/10,Ray at Islip,23,2,10,14:00,14:00,,4.1,7.72,3575,34,94,119,196,,0.087,3.22,2.98,0.20,37.23,0.09,21.44,4.84,74.88,5.48,4.91,9.99,,,,,,,,,67,97.5,,4.9,5.5,24.6,,,,,,,,,,,,,,,,,,8.85,,,,,,,,,,,,,,,,,,,,,
TC2,02/03/10,Ray at Islip,2,3,10,13:20,13:15,,6.6,7.49,2881,53.8,65,116,231,,0.055,3.27,2.43,0.20,20.69,0.08,13.66,3.09,45.30,4.02,3.13,11.00,,,,,,,,,55,74.0,,5.3,4.4,15.2,,,,,,,,,,,,,,,,,,14.3,,,,,,,,,,,,,,,,,,,,,
TC2,09/03/10,Ray at Islip,9,3,10,13:15,13:15,,5.6,7.89,4215,9.13,82,94,131,,0.097,2.35,1.83,0.19,35.66,0.00,36.08,8.15,84.85,8.13,8.22,6.48,,,,,,,,,65,120.7,,4.8,5.2,25.2,,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,,,,,,,,,,,,
TC2,16/03/10,Ray at Islip,16,3,10,9:50,9:45,,7.7,7.94,4558,5.48,123,140,168,,0.055,1.50,2.24,0.17,40.46,0.00,42.47,9.59,98.33,9.98,9.63,5.64,,,,,,,,,75,136.2,,5.5,4.9,28.2,,,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,
TC2,23/03/10,Ray at Islip,23,3,10,10:00,10:00,,8.5,7.94,4264,6.35,152,177,205,,0.047,1.61,7.64,0.21,49.85,0.00,32.27,7.29,109.20,7.54,7.32,7.01,,,,,,,,,91,136.7,,7.1,6.7,37.5,,,,,,,,,,,,,,,,,,1.59,,,,,,,,,,,,,,,,,,,,,
TC2,06/04/10,Ray at Islip,6,4,10,10:30,10:30,,8.9,7.76,4796,6.37,113,116,147,,0.038,2.53,7.78,0.19,30.38,0.00,26.07,5.89,79.60,6.48,5.91,9.10,,,,,,,,,65,102.5,,4.0,5.0,18.6,,,,,,,,,,,,,,,,,,4.59,,,,,,,,,,,,,,,,,,,,,
TC2,13/04/10,Ray at Islip,13,4,10,10:30,10:30,,10.4,8.1,4635,2.81,111,163,162,,0.055,0.98,2.59,0.14,37.59,0.00,42.38,9.57,80.19,10.00,9.61,4.90,,,,,,,,,71,126.9,,5.3,4.8,25.9,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,
TC2,21/04/10,Ray at Islip,21,4,10,10:15,10:15,,10.4,7.75,4759,2.93,173,183,211,,0.042,0.57,5.62,0.12,43.61,0.07,42.55,9.61,89.40,10.30,9.64,5.48,,,,,,,,,79,125.7,,6.8,5.1,31.0,,,,,,,,,,,,,,,,,,0.846,,,,,,,,,,,,,,,,,,,,,
TC2,27/04/10,Ray at Islip,27,4,10,10:50,10:45,,13.1,7.97,4552,4.84,250,267,314,,0.032,0.74,21.21,0.13,48.23,0.34,40.95,9.25,96.69,10.20,9.27,5.73,,,,,,,,,91,134.5,,8.4,5.7,38.7,,,,,,,,,,,,,,,,,,0.565,,,,,,,,,,,,,,,,,,,,,
TC2,04/05/10,Ray at Islip,4,5,10,10:50,10:45,,9.9,7.72,3777,8.2,249,297,342,,0.167,2.88,7.6,0.17,45.98,0.36,27.46,6.20,114.20,7.08,6.33,,,,,,,,,,101,104.1,,8.0,6.4,34.2,,,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,
TC2,11/05/10,Ray at Islip,11,5,10,10:25,10:30,,10.3,7.86,4394,3.09,682,727,755,,0.107,1.70,2.49,0.14,53.40,0.24,43.68,9.86,104.06,10.30,9.94,,,,,,,,,,110,122.1,,7.9,5.7,38.9,,,,,,,,,,,,,,,,,,0.568,,,,,,,,,,,,,,,,,,,,,
TC2,18/05/10,Ray at Islip,18,5,10,10:00,10:00,,11.9,7.9,4064,4.14,421,456,492,,0.068,1.28,4.51,0.14,55.40,0.46,36.55,8.25,95.18,8.47,8.30,,,,,,,,,,97,123.1,,8.2,5.4,39.3,,,,,,,,,,,,,,,,,,0.296,,,,,,,,,,,,,,,,,,,,,
TC2,26/05/10,Ray at Islip,26,5,10,10:45,10:45,,17.1,7.86,4383,9.44,372,421,486,,0.043,1.78,43.75,0.15,63.99,0.17,37.35,8.43,103.16,8.47,8.46,,,,,,,,,,115,114.7,,10.4,5.5,46.5,,,,,,,,,,,,,,,,,,0.325,,,,,,,,,,,,,,,,,,,,,
TC2,02/06/10,Ray at Islip,2,6,10,10:15,10:15,,15.6,7.67,3908,9.83,596,612,689,,0.128,2.33,39.88,0.18,62.32,0.34,24.10,5.44,89.32,5.94,5.54,,,,,,,,,,108,98.2,,8.0,5.3,40.5,,,,,,,,,,,,,,,,,,0.312,,,,,,,,,,,,,,,,,,,,,
TC2,08/06/10,Ray at Islip,8,6,10,10:15,10:15,,16.7,7.7,4397,13.38,614,666,724,,0.039,3.10,36.11,0.18,74.59,0.23,35.53,8.02,105.48,8.56,8.05,,,,,,,,,,130,112.6,,11.5,5.7,54.5,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,
TC2,15/06/10,Ray at Islip,15,6,10,10:05,10:00,,15.7,7.64,4066,7.07,462,514,538,,0.103,3.57,5.29,0.14,67.69,0.14,41.40,9.35,97.26,9.87,9.43,,,,,,,,,,121,107.5,,11.1,5.4,54.3,,,,,,,,,,,,,,,,,,0.378,,,,,,,,,,,,,,,,,,,,,
TC2,22/06/10,Ray at Islip,22,6,10,10:15,10:15,,18.8,7.87,3936,12.1,431,458,504,,0.035,2.58,15.60,0.16,69.21,0.08,34.63,7.82,107.02,8.54,7.84,,,,,,,,,,121,110.5,,12.0,5.7,54.0,,,,,,,,,,,,,,,,,,0.168,,,,,,,,,,,,,,,,,,,,,
TC2,29/06/10,Ray at Islip,29,6,10,10:15,10:15,,20,7.74,3872,9.68,361,416,456,,0.040,1.99,7.86,0.15,71.42,0.17,31.87,7.20,100.32,7.84,7.23,,,,,,,,,,126,111.3,,15.6,6.7,62.9,,,,,,,,,,,,,,,,,,0.165,,,,,,,,,,,,,,,,,,,,,
TC2,06/07/10,Ray at Islip,6,7,10,10:20,10:15,,17.8,7.74,4676,7.39,686,758,780,,0.042,2.58,4.96,0.16,75.95,0.07,26.98,6.09,79.97,7.01,6.12,,,,,,,,,,118,104.2,,14.2,6.3,61.6,,,,,,,,,,,,,,,,,,0.126,,,,,,,,,,,,,,,,,,,,,
TC2,13/07/10,Ray at Islip,13,7,10,10:15,10:15,,18,7.53,3883,,594,594,612,,0.065,2.48,5.97,0.16,85.79,0.14,48.80,11.02,103.55,12.28,11.07,,,,,,,,,,125,98.2,,16.4,6.6,67.4,,,,,,,,,,,,,,,,,,0.112,,,,,,,,,,,,,,,,,,,,,
TC2,19/07/10,Ray at Islip,19,7,10,15:50,15:45,,20.6,7.67,4118,5.86,676,754,792,,0.054,3.34,2.36,0.16,80.25,0.14,33.08,7.47,87.41,8.69,7.51,,,,,,,,,,129,98.9,,16.3,6.6,63.5,,,,,,,,,,,,,,,,,,0.161,,,,,,,,,,,,,,,,,,,,,
TC2,27/07/10,Ray at Islip,27,7,10,9:35,9:30,,20.1,7.56,4511,8.54,712,750,786,,0.083,3.83,3.69,0.16,95.75,0.15,28.07,6.34,105.69,6.70,6.40,,,,,,,,,,134,99.4,,16.8,6.3,73.0,,,,,,,,,,,,,,,,,,0.096,,,,,,,,,,,,,,,,,,,,,
TC2,03/08/10,Ray at Islip,3,8,10,13:15,13:15,,19.3,7.6,4286,,606,657,696,,0.105,4.13,3.32,0.22,99.11,0.06,24.05,5.43,125.66,5.69,5.51,,,,,,,,,,145,102.1,,18.6,6.9,77.2,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,
